,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
4544,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00074.jpg,339.jpg,RBC,87,176,300,396
3526,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00392.jpg,261.jpg,RBC,11,128,52,159
852,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00237.jpg,60.jpg,RBC,98,177,163,236
1426,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00335.jpg,101.jpg,RBC,422,507,150,252
3912,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,RBC,559,640,51,168
2698,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00310.jpg,194.jpg,RBC,435,550,310,414
4055,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00356.jpg,302.jpg,RBC,279,396,310,422
216,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00148.jpg,18.jpg,RBC,501,608,170,273
1857,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,RBC,141,241,104,212
3604,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,WBC,341,482,260,385
3873,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00034.jpg,288.jpg,WBC,310,458,351,480
3717,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00114.jpg,275.jpg,RBC,240,349,265,377
140,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,108,210,77,184
4597,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00407.jpg,342.jpg,RBC,524,637,221,301
653,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00040.jpg,48.jpg,WBC,242,457,117,332
1307,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00393.jpg,93.jpg,RBC,1,86,373,480
598,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,RBC,453,593,1,71
1612,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00235.jpg,113.jpg,RBC,480,604,343,468
2220,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,572,640,356,455
3094,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00177.jpg,228.jpg,RBC,447,560,189,307
185,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00311.jpg,15.jpg,RBC,1,72,168,254
2637,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00067.jpg,190.jpg,RBC,367,469,74,178
2840,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,403,493,265,359
2685,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00371.jpg,193.jpg,RBC,523,629,370,472
2520,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00391.jpg,181.jpg,RBC,467,567,395,480
1539,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,106,198,387,461
919,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00144.jpg,64.jpg,RBC,508,606,94,190
586,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,WBC,127,270,143,273
3011,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,452,566,314,414
3271,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00232.jpg,242.jpg,RBC,239,344,364,471
3056,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00130.jpg,224.jpg,RBC,30,134,313,426
350,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00091.jpg,27.jpg,RBC,273,382,155,253
2253,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,RBC,9,105,28,135
2337,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,2,98,1,96
766,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00089.jpg,55.jpg,RBC,211,321,345,417
686,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00178.jpg,50.jpg,RBC,26,124,293,386
3862,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00220.jpg,286.jpg,RBC,469,570,176,269
3942,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00184.jpg,292.jpg,RBC,441,572,119,219
3583,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,RBC,374,498,229,328
3831,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,RBC,19,114,1,90
2852,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,22,122,142,243
3511,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,320,426,1,108
4041,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00208.jpg,300.jpg,RBC,492,628,1,70
4091,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00170.jpg,305.jpg,RBC,112,219,33,143
2114,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00108.jpg,152.jpg,WBC,247,436,295,449
3355,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00183.jpg,249.jpg,Platelets,142,177,53,87
4617,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,299,404,1,68
3510,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,169,264,110,219
4628,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,RBC,502,613,45,152
1962,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00308.jpg,142.jpg,RBC,128,222,1,72
4123,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,1,102,1,77
4886,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00318.jpg,363.jpg,RBC,1,82,268,392
4734,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00192.jpg,352.jpg,RBC,48,179,244,371
2025,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00044.jpg,147.jpg,RBC,1,79,323,435
3991,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,RBC,441,579,59,163
3885,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00034.jpg,288.jpg,RBC,555,640,282,393
1764,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,375,481,290,380
3298,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00019.jpg,244.jpg,RBC,297,428,201,315
1586,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,220,313,8,112
1720,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00003.jpg,123.jpg,RBC,417,553,248,369
2178,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00334.jpg,159.jpg,RBC,535,640,199,312
516,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00281.jpg,39.jpg,RBC,1,126,1,100
4264,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,1,119,234,342
3757,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00337.jpg,278.jpg,RBC,357,451,67,164
1783,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,RBC,45,129,105,195
2953,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00320.jpg,214.jpg,RBC,1,96,376,476
2395,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,272,375,89,180
4472,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00301.jpg,333.jpg,RBC,271,375,338,444
2905,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00006.jpg,209.jpg,RBC,503,619,160,246
1457,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,123,229,78,174
1477,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,139,265,304,413
272,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,467,590,13,126
3098,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00177.jpg,228.jpg,RBC,452,537,1,119
1201,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,203,324,70,171
3340,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00199.jpg,248.jpg,RBC,405,519,165,281
759,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,448,545,406,480
483,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,RBC,262,366,151,245
1587,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,342,435,48,152
2917,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00136.jpg,210.jpg,RBC,359,461,110,197
1454,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,342,448,92,188
4846,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,WBC,338,562,248,450
1092,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00158.jpg,77.jpg,RBC,475,597,343,465
2878,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00351.jpg,208.jpg,RBC,192,290,282,381
4333,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,1,87,128,251
2701,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00310.jpg,194.jpg,Platelets,70,112,91,132
371,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,516,628,70,168
1624,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00191.jpg,114.jpg,RBC,574,640,158,278
528,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00179.jpg,40.jpg,RBC,106,248,168,293
1854,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,Platelets,345,396,198,239
4231,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00325.jpg,315.jpg,Platelets,121,166,96,143
3568,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00298.jpg,264.jpg,RBC,332,410,90,193
4863,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,409,505,356,448
886,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00348.jpg,62.jpg,RBC,7,125,353,440
4694,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00240.jpg,349.jpg,RBC,144,240,311,401
1920,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00147.jpg,138.jpg,Platelets,200,238,249,294
2069,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00206.jpg,150.jpg,RBC,1,104,295,398
2761,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00400.jpg,199.jpg,WBC,117,355,18,235
1655,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,RBC,480,577,1,80
1763,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,477,561,253,339
4267,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,154,264,104,197
2441,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,RBC,174,265,321,406
4194,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,72,176,98,193
4867,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,46,134,295,408
1421,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00346.jpg,100.jpg,RBC,319,432,1,79
1213,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00266.jpg,86.jpg,RBC,345,457,219,328
4619,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,134,241,1,95
2352,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,WBC,365,564,64,232
4842,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,RBC,176,291,212,315
1599,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00059.jpg,112.jpg,RBC,116,236,366,457
3631,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00161.jpg,268.jpg,RBC,492,600,261,376
2796,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,Platelets,351,382,317,349
2217,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,500,597,238,339
2143,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00228.jpg,155.jpg,RBC,504,602,303,406
1029,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00075.jpg,72.jpg,WBC,166,325,6,114
1953,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00058.jpg,141.jpg,RBC,106,188,229,325
1370,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00093.jpg,97.jpg,Platelets,479,519,290,326
4467,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00301.jpg,333.jpg,RBC,183,304,95,206
554,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,241,354,29,133
3421,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00033.jpg,253.jpg,RBC,198,291,1,89
1532,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,471,572,1,102
3824,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00302.jpg,283.jpg,RBC,120,248,143,270
3017,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,376,482,169,272
2561,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,WBC,149,354,233,423
3739,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,367,471,139,240
2856,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,171,265,236,340
1069,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,56,169,103,210
3001,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00162.jpg,218.jpg,RBC,430,542,366,458
4707,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,370,489,382,477
3577,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,RBC,216,341,187,296
3540,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,174,273,16,96
2788,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,440,535,144,246
1059,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,221,323,148,225
1762,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,203,335,266,392
450,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,455,562,106,209
3034,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00270.jpg,222.jpg,Platelets,83,140,298,340
3240,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00124.jpg,240.jpg,RBC,297,374,131,222
137,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,1,69,259,369
1827,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,218,320,316,406
2732,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00210.jpg,197.jpg,RBC,201,303,102,193
221,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,339,435,387,480
426,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00253.jpg,33.jpg,RBC,277,383,36,126
4054,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00376.jpg,301.jpg,WBC,374,605,277,480
2282,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00215.jpg,165.jpg,Platelets,452,493,147,186
3892,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,RBC,116,223,329,430
983,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00369.jpg,69.jpg,RBC,242,348,113,234
2374,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00193.jpg,172.jpg,RBC,130,238,183,286
3140,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00104.jpg,230.jpg,WBC,259,492,259,464
4006,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,506,615,106,221
1311,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00393.jpg,93.jpg,RBC,539,624,12,95
4539,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00293.jpg,337.jpg,WBC,123,340,150,358
750,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,1,72,137,242
2907,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00006.jpg,209.jpg,RBC,108,235,121,216
1555,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00272.jpg,109.jpg,RBC,261,398,191,315
2889,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00351.jpg,208.jpg,Platelets,200,243,397,438
2898,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00006.jpg,209.jpg,RBC,449,565,319,393
648,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00289.jpg,47.jpg,RBC,162,280,1,102
2218,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,485,582,281,382
2551,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,RBC,481,592,24,123
4772,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00357.jpg,355.jpg,RBC,84,192,179,293
3432,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00139.jpg,254.jpg,Platelets,179,223,208,245
796,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,236,330,281,377
1644,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,RBC,487,599,106,209
3447,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00012.jpg,256.jpg,RBC,296,386,281,387
2378,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00193.jpg,172.jpg,RBC,359,483,1,97
4512,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,486,599,81,196
3592,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,17,114,235,335
1192,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00404.jpg,83.jpg,RBC,70,190,71,157
1232,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,RBC,514,633,267,372
3945,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00184.jpg,292.jpg,RBC,451,563,297,398
3013,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,505,608,222,325
1842,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00109.jpg,131.jpg,RBC,60,164,355,458
3020,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,286,382,197,296
1658,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,RBC,107,210,1,86
4100,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00195.jpg,306.jpg,RBC,553,640,228,355
454,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,310,427,365,471
1006,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00172.jpg,71.jpg,RBC,185,281,1,101
1957,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00308.jpg,142.jpg,RBC,184,287,105,227
4382,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,507,623,126,245
2211,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,457,554,191,292
2139,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00228.jpg,155.jpg,RBC,285,405,278,376
76,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00159.jpg,6.jpg,RBC,418,524,171,282
2506,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00007.jpg,180.jpg,RBC,19,143,29,137
3032,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00160.jpg,221.jpg,Platelets,66,111,144,188
1829,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,501,603,406,480
3491,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,RBC,356,457,210,324
367,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,436,520,107,208
4731,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00192.jpg,352.jpg,RBC,397,506,82,176
3638,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00349.jpg,269.jpg,RBC,520,621,188,293
595,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,RBC,522,630,254,342
32,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00252.jpg,2.jpg,RBC,456,569,21,116
1091,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00158.jpg,77.jpg,RBC,148,236,177,269
102,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00395.jpg,8.jpg,RBC,392,504,296,397
2077,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00206.jpg,150.jpg,RBC,285,379,263,355
4870,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,98,211,196,299
2972,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,314,429,1,69
215,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00148.jpg,18.jpg,RBC,278,385,300,403
4241,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00171.jpg,318.jpg,RBC,516,626,108,213
2711,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00132.jpg,195.jpg,Platelets,445,489,455,479
2310,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,521,629,231,328
1275,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,Platelets,548,583,293,324
3524,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00392.jpg,261.jpg,RBC,111,231,241,332
4048,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00376.jpg,301.jpg,RBC,365,460,163,269
2529,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,441,540,234,332
3496,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,Platelets,217,260,247,290
4166,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00332.jpg,311.jpg,RBC,149,257,124,230
1809,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00110.jpg,129.jpg,RBC,493,623,146,270
754,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,297,422,78,173
2474,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,RBC,102,196,40,122
2596,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00211.jpg,187.jpg,RBC,86,187,283,385
2943,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,356,462,148,249
214,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00148.jpg,18.jpg,RBC,404,511,253,356
3195,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00230.jpg,236.jpg,RBC,287,397,339,439
3603,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,111,225,308,406
2920,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00136.jpg,210.jpg,Platelets,101,143,240,286
1299,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00243.jpg,92.jpg,RBC,500,598,229,342
824,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00245.jpg,58.jpg,RBC,1,74,382,474
996,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00236.jpg,70.jpg,RBC,381,486,53,191
1037,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00140.jpg,73.jpg,RBC,483,583,100,197
550,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,WBC,312,453,1,92
2703,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00132.jpg,195.jpg,RBC,177,302,154,272
2624,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00133.jpg,189.jpg,RBC,552,640,200,318
249,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00314.jpg,20.jpg,Platelets,187,231,427,470
2903,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00006.jpg,209.jpg,RBC,546,639,368,480
3285,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,RBC,373,464,69,149
2575,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,74,176,325,434
4094,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00170.jpg,305.jpg,WBC,179,401,174,395
897,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,561,639,74,183
689,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00178.jpg,50.jpg,RBC,480,601,27,153
1966,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00308.jpg,142.jpg,RBC,415,501,322,417
2371,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,WBC,307,536,128,329
485,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,RBC,496,584,178,248
638,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,RBC,501,596,1,67
871,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00045.jpg,61.jpg,RBC,80,180,69,173
2937,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,388,467,43,143
3988,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,RBC,289,392,142,234
235,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,525,630,373,480
3774,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00365.jpg,280.jpg,RBC,271,421,113,193
186,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00311.jpg,15.jpg,RBC,22,146,283,377
2767,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00256.jpg,200.jpg,WBC,217,470,214,443
3356,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00183.jpg,249.jpg,Platelets,549,600,237,285
3709,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00305.jpg,274.jpg,RBC,92,204,309,420
3909,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,RBC,359,476,1,104
3828,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,Platelets,258,291,263,291
3986,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,RBC,17,130,163,255
2969,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,307,390,75,162
