 filename cell_type xmin xmax ymin ymax
2136 154.jpg WBC 354 513 4 153
2137 154.jpg Platelets 230 267 146 177
2138 155.jpg RBC 209 313 347 436
2139 155.jpg RBC 285 405 278 376
2140 155.jpg RBC 106 215 269 389
2141 155.jpg RBC 103 204 170 276
2142 155.jpg RBC 52 150 78 181
2143 155.jpg RBC 504 602 303 406
2144 155.jpg RBC 403 507 155 262
2145 155.jpg RBC 294 403 145 251
2146 155.jpg RBC 361 470 360 466
2147 155.jpg RBC 28 137 255 361
2148 155.jpg RBC 34 143 1 62
2149 156.jpg RBC 30 160 213 306
2150 156.jpg RBC 1 85 386 477
2151 156.jpg RBC 73 177 320 424
2152 156.jpg RBC 496 610 46 169
2153 156.jpg RBC 344 465 47 196
2154 156.jpg RBC 555 640 135 247
2155 156.jpg RBC 534 640 357 480
2156 156.jpg RBC 338 452 228 351
2157 156.jpg RBC 344 458 357 480
2158 156.jpg RBC 202 341 112 259
2159 156.jpg WBC 147 368 304 480
2160 157.jpg RBC 499 603 79 185
2161 157.jpg RBC 340 436 100 194
2162 157.jpg RBC 258 366 255 356
2163 157.jpg RBC 356 465 166 289
2164 157.jpg RBC 78 177 265 354
2165 157.jpg RBC 260 356 178 268
2166 157.jpg RBC 544 640 324 443
2167 157.jpg RBC 500 589 195 274
2168 157.jpg Platelets 192 238 220 259
2169 157.jpg WBC 75 340 11 226
2170 158.jpg RBC 45 146 88 180
2171 158.jpg RBC 361 484 124 234
2172 158.jpg RBC 95 199 414 479
2173 158.jpg RBC 118 247 68 150
2174 158.jpg RBC 1 101 3 100
2175 158.jpg WBC 205 434 267 480
2176 159.jpg RBC 201 295 300 392
2177 159.jpg RBC 301 382 346 439
2178 159.jpg RBC 535 640 199 312
2179 159.jpg RBC 131 272 100 213
2180 159.jpg RBC 35 167 254 368
2181 159.jpg RBC 493 610 385 480
2182 159.jpg RBC 313 445 31 125
2183 159.jpg RBC 104 211 383 480
2184 159.jpg RBC 472 580 114 213
2185 159.jpg RBC 548 640 310 411
2186 159.jpg WBC 236 453 126 355
2187 160.jpg WBC 71 192 126 245
2188 160.jpg Platelets 450 490 51 88
2189 160.jpg Platelets 554 594 360 397
2190 160.jpg Platelets 511 551 425 462
2191 160.jpg Platelets 1 39 204 241
2192 160.jpg RBC 428 546 103 202
2193 160.jpg RBC 305 423 254 353
2194 160.jpg RBC 269 387 368 467
2195 160.jpg RBC 1 118 244 343
2196 160.jpg RBC 1 118 307 406
2197 160.jpg RBC 77 170 424 480
2198 160.jpg RBC 191 302 55 184
2199 160.jpg RBC 239 333 173 266
2200 160.jpg RBC 377 466 327 432
2201 160.jpg RBC 294 388 157 250
2202 161.jpg WBC 1 143 191 333
2203 161.jpg RBC 123 230 249 370
2204 161.jpg RBC 149 229 113 219
2205 161.jpg RBC 198 278 117 223
2206 161.jpg RBC 195 264 58 144
2207 161.jpg RBC 291 383 270 377
2208 161.jpg RBC 324 429 402 480
2209 161.jpg RBC 359 464 402 480
2210 161.jpg RBC 375 472 239 340
2211 161.jpg RBC 457 554 191 292
2212 161.jpg RBC 299 415 174 277
2213 161.jpg RBC 458 556 387 480
2214 161.jpg RBC 1 75 322 425
2215 161.jpg RBC 1 67 63 191
2216 161.jpg RBC 297 428 1 81
2217 161.jpg RBC 500 597 238 339
2218 161.jpg RBC 485 582 281 382
2219 161.jpg RBC 473 570 338 439
2220 161.jpg RBC 572 640 356 455
2221 161.jpg RBC 525 640 7 148
2222 161.jpg RBC 445 558 35 159
2223 161.jpg Platelets 347 389 91 137
2224 161.jpg Platelets 405 447 86 132
2225 161.jpg Platelets 301 343 23 69
2226 161.jpg RBC 286 396 123 229
2227 162.jpg RBC 330 439 15 100
2228 162.jpg RBC 236 337 20 131
2229 162.jpg RBC 319 405 231 327
2230 162.jpg RBC 487 594 143 265
2231 162.jpg RBC 280 366 407 480
2232 162.jpg RBC 211 297 407 480
2233 162.jpg RBC 555 640 304 415
2234 162.jpg RBC 422 540 283 388
2235 162.jpg RBC 77 186 1 85
2236 162.jpg RBC 36 126 12 105
2237 162.jpg WBC 153 275 134 258
2238 162.jpg Platelets 601 634 105 146
2239 162.jpg Platelets 618 640 154 195
2240 162.jpg Platelets 535 568 381 422
2241 163.jpg RBC 64 139 279 415
2242 163.jpg RBC 118 232 120 219
2243 163.jpg RBC 1 92 178 277
2244 163.jpg RBC 213 316 304 404
2245 163.jpg RBC 215 313 391 480
2246 163.jpg RBC 454 557 241 335
2247 163.jpg RBC 308 421 178 273
2248 163.jpg RBC 284 392 47 159
2249 163.jpg RBC 470 574 1 68
2250 163.jpg RBC 391 489 44 139
2251 163.jpg RBC 387 480 136 253
2252 163.jpg RBC 542 626 271 363
2253 163.jpg RBC 9 105 28 135
2254 163.jpg RBC 103 201 1 95
2255 163.jpg RBC 198 285 1 81
2256 163.jpg Platelets 1 21 281 316
2257 163.jpg Platelets 383 424 254 284
2258 163.jpg WBC 310 569 319 480
2259 164.jpg RBC 408 536 135 250
2260 164.jpg RBC 239 361 38 125
2261 164.jpg RBC 371 488 23 136
2262 164.jpg RBC 484 601 21 134
2263 164.jpg RBC 107 197 238 355
2264 164.jpg RBC 1 92 137 235
2265 164.jpg RBC 582 640 232 326
2266 164.jpg RBC 72 177 1 86
2267 164.jpg WBC 172 406 209 427
2268 165.jpg RBC 407 519 57 158
2269 165.jpg RBC 303 386 62 163
2270 165.jpg RBC 262 357 401 480
2271 165.jpg RBC 239 329 187 293
2272 165.jpg RBC 230 305 56 147
2273 165.jpg RBC 486 586 255 367
2274 165.jpg RBC 448 541 355 441
2275 165.jpg RBC 537 636 403 480
2276 165.jpg RBC 396 495 429 480
2277 165.jpg RBC 315 408 293 379
2278 165.jpg RBC 368 464 258 361
2279 165.jpg RBC 4 101 383 480
2280 165.jpg RBC 1 66 262 378
2281 165.jpg WBC 63 287 267 467
2282 165.jpg Platelets 452 493 147 186
2283 165.jpg Platelets 579 628 254 294
2284 166.jpg RBC 173 305 274 360
2285 166.jpg RBC 112 236 349 473
2286 166.jpg RBC 108 232 77 201
2287 166.jpg RBC 300 423 93 207
2288 166.jpg RBC 350 478 1 101
2289 166.jpg RBC 291 403 201 314
2290 166.jpg RBC 317 455 321 445
2291 166.jpg RBC 434 568 89 185
2292 166.jpg RBC 540 640 103 218
2293 166.jpg RBC 95 200 1 74
2294 166.jpg WBC 393 597 175 391
2295 167.jpg RBC 216 321 243 333
2296 167.jpg RBC 535 640 184 302
2297 167.jpg RBC 158 284 136 215
2298 167.jpg RBC 221 324 383 464
2299 167.jpg RBC 453 556 50 131
2300 167.jpg RBC 309 412 135 216
2301 167.jpg RBC 1 94 355 448
2302 167.jpg RBC 102 199 1 78
2303 167.jpg RBC 117 214 398 476
2304 167.jpg RBC 543 640 401 480
2305 167.jpg RBC 362 460 390 469
2306 167.jpg WBC 98 211 235 351
2307 168.jpg RBC 140 264 161 253
2308 168.jpg RBC 360 451 283 374
2309 168.jpg RBC 429 559 302 418
2310 168.jpg RBC 521 629 231 328
2311 168.jpg RBC 392 528 153 261
2312 168.jpg RBC 408 502 56 154
2313 168.jpg RBC 372 466 1 98
2314 168.jpg RBC 546 640 48 146
2315 168.jpg RBC 173 286 1 93
2316 168.jpg RBC 61 160 1 72
2317 168.jpg RBC 1 66 25 121
2318 168.jpg WBC 91 249 261 399
2319 168.jpg Platelets 264 305 80 125
2320 169.jpg RBC 329 413 386 480
2321 169.jpg RBC 125 223 355 451
2322 169.jpg RBC 1 98 331 427
2323 169.jpg RBC 78 176 266 362
2324 169.jpg RBC 24 124 1 82
2325 169.jpg RBC 157 272 1 104
2326 169.jpg RBC 283 379 1 109
2327 169.jpg RBC 523 625 1 62
2328 169.jpg RBC 524 629 100 204
2329 169.jpg RBC 535 640 364 468
2330 169.jpg RBC 349 472 273 384
2331 169.jpg RBC 295 418 185 296
2332 169.jpg RBC 32 140 157 248
2333 169.jpg RBC 192 313 239 349
2334 169.jpg WBC 326 538 36 230
2335 170.jpg RBC 206 333 125 236
2336 170.jpg RBC 87 186 201 299
2337 170.jpg RBC 2 98 1 96
2338 170.jpg RBC 31 155 98 195
2339 170.jpg RBC 284 380 258 344
2340 170.jpg RBC 252 356 306 418
2341 170.jpg RBC 237 341 361 473
2342 170.jpg RBC 390 508 226 311
2343 170.jpg RBC 487 600 408 480
2344 170.jpg RBC 429 570 301 420
2345 170.jpg RBC 340 445 372 480
2346 170.jpg RBC 513 633 1 98
2347 170.jpg RBC 146 249 341 446
2348 170.jpg RBC 307 410 11 116
2349 170.jpg RBC 32 135 272 377
2350 170.jpg Platelets 253 294 47 94
2351 170.jpg Platelets 1 34 75 123
2352 170.jpg WBC 365 564 64 232
2353 171.jpg RBC 4 119 354 452
2354 171.jpg RBC 29 162 233 372
2355 171.jpg RBC 39 153 174 267
2356 171.jpg RBC 138 206 168 298
2357 171.jpg RBC 22 105 1 79
2358 171.jpg RBC 260 363 46 157
2359 171.jpg RBC 383 470 15 100
2360 171.jpg RBC 169 278 104 191
2361 171.jpg RBC 194 313 227 315
2362 171.jpg RBC 160 275 318 432
2363 171.jpg RBC 231 346 320 434
2364 171.jpg RBC 356 471 301 428
2365 171.jpg RBC 94 171 42 174
2366 171.jpg RBC 3 106 88 179
2367 171.jpg RBC 131 229 3 113
2368 171.jpg RBC 545 640 167 304
2369 171.jpg RBC 457 577 420 480
2370 171.jpg Platelets 460 500 347 393
2371 171.jpg WBC 307 536 128 329
2372 172.jpg RBC 159 258 300 399
2373 172.jpg RBC 480 584 297 379
2374 172.jpg RBC 130 238 183 286
2375 172.jpg RBC 210 326 196 324
2376 172.jpg RBC 376 489 305 403
2377 172.jpg RBC 136 238 55 143
2378 172.jpg RBC 359 483 1 97
2379 172.jpg WBC 360 571 124 317
2380 172.jpg WBC 418 640 382 479
2381 173.jpg RBC 400 511 263 350
2382 173.jpg RBC 393 504 346 433
2383 173.jpg RBC 332 440 45 153
2384 173.jpg RBC 148 256 17 125
2385 173.jpg RBC 54 146 361 450
2386 173.jpg RBC 43 127 205 311
2387 173.jpg RBC 325 438 153 266
2388 173.jpg RBC 468 581 156 269
2389 173.jpg RBC 104 196 289 378
2390 173.jpg WBC 172 407 275 480
2391 173.jpg Platelets 198 267 235 293
2392 173.jpg Platelets 315 357 1 36
2393 174.jpg WBC 421 541 302 420
2394 174.jpg RBC 187 291 107 225
2395 174.jpg RBC 272 375 89 180
2396 174.jpg RBC 251 354 175 266
2397 174.jpg RBC 268 371 199 290
2398 174.jpg RBC 529 636 130 252
2399 174.jpg RBC 553 640 191 296
2400 174.jpg RBC 479 566 215 320
2401 174.jpg RBC 448 535 186 291
2402 174.jpg RBC 410 497 177 282
2403 174.jpg RBC 362 449 156 261
2404 174.jpg RBC 520 607 33 138
2405 174.jpg RBC 479 566 26 131
2406 174.jpg RBC 389 476 15 120
2407 174.jpg RBC 96 183 382 471
2408 174.jpg RBC 14 101 320 409
2409 174.jpg RBC 17 104 76 165
2410 174.jpg RBC 14 115 136 238
2411 174.jpg RBC 37 138 171 273
2412 174.jpg RBC 48 147 5 81
2413 174.jpg RBC 113 212 13 89
2414 174.jpg RBC 126 225 31 107
2415 174.jpg RBC 543 640 335 440
2416 174.jpg RBC 331 424 436 480
2417 174.jpg RBC 179 292 305 411
2418 174.jpg RBC 145 258 241 347
2419 174.jpg RBC 95 208 224 330
2420 174.jpg Platelets 132 174 111 157
2421 174.jpg Platelets 364 397 63 101
2422 174.jpg RBC 1 102 248 347
2423 175.jpg RBC 446 530 143 255
2424 175.jpg RBC 444 528 287 399
2425 175.jpg RBC 544 628 80 192
2426 175.jpg RBC 445 543 1 113
2427 175.jpg RBC 186 303 39 129
2428 175.jpg RBC 71 183 369 463
2429 175.jpg RBC 17 152 115 198
2430 175.jpg RBC 336 436 102 214
2431 175.jpg RBC 348 457 180 277
2432 175.jpg WBC 185 441 213 436
2433 176.jpg RBC 453 555 81 182
2434 176.jpg RBC 476 599 171 307
2435 176.jpg RBC 346 455 212 316
2436 176.jpg RBC 24 127 113 207
2437 176.jpg RBC 163 289 31 131
2438 176.jpg RBC 83 175 303 382
2439 176.jpg RBC 304 413 64 174
2440 176.jpg RBC 60 153 61 157
2441 176.jpg RBC 174 265 321 406
2442 176.jpg RBC 191 292 164 245
2443 176.jpg RBC 91 190 181 276
2444 176.jpg RBC 169 263 202 278
2445 176.jpg RBC 504 504 337 337
2446 176.jpg WBC 244 509 327 480
2447 177.jpg WBC 145 361 4 240
2448 177.jpg RBC 353 428 135 232
2449 177.jpg RBC 354 448 12 128
2450 177.jpg RBC 440 540 78 160
2451 177.jpg RBC 537 638 47 144
2452 177.jpg RBC 435 538 1 75
2453 177.jpg RBC 411 522 359 459
2454 177.jpg RBC 266 374 409 480
2455 177.jpg RBC 1 134 396 480
2456 177.jpg RBC 1 102 272 379
2457 177.jpg RBC 62 165 62 169
2458 177.jpg RBC 248 351 201 308
2459 177.jpg RBC 91 204 300 391
2460 177.jpg RBC 564 640 140 240
2461 177.jpg Platelets 291 337 373 410
2462 177.jpg RBC 373 484 202 302
2463 178.jpg RBC 298 416 22 130
2464 178.jpg RBC 331 449 310 418
2465 178.jpg RBC 263 347 150 231
2466 178.jpg RBC 204 301 1 105
2467 178.jpg RBC 11 94 89 177
2468 178.jpg RBC 106 189 208 296
2469 178.jpg RBC 10 93 318 406
2470 178.jpg RBC 527 610 124 212
2471 178.jpg RBC 528 639 260 371
2472 178.jpg RBC 428 552 368 480
2473 178.jpg RBC 44 134 149 234
2474 178.jpg RBC 102 196 40 122
2475 178.jpg Platelets 347 391 206 243
2476 178.jpg WBC 157 309 282 435
2477 179.jpg RBC 333 421 174 274
2478 179.jpg RBC 312 416 16 119
2479 179.jpg RBC 173 252 51 140
2480 179.jpg RBC 453 538 291 383
2481 179.jpg RBC 408 501 219 315
2482 179.jpg RBC 460 553 119 215
2483 179.jpg RBC 287 394 369 480
2484 179.jpg RBC 1 68 204 310
2485 179.jpg RBC 201 303 355 469
2486 179.jpg RBC 28 119 12 120
2487 179.jpg WBC 104 275 149 302
2488 179.jpg Platelets 511 544 253 285
2489 179.jpg Platelets 170 202 15 55
2490 179.jpg Platelets 50 69 77 100
2491 179.jpg Platelets 376 411 142 174
2492 180.jpg WBC 193 387 92 285
2493 180.jpg RBC 17 134 298 402
2494 180.jpg RBC 64 175 372 479
2495 180.jpg RBC 119 230 330 437
2496 180.jpg RBC 169 259 265 374
2497 180.jpg RBC 191 281 291 400
2498 180.jpg RBC 213 303 305 414
2499 180.jpg RBC 247 337 315 424
2500 180.jpg RBC 495 601 300 402
2501 180.jpg RBC 534 640 371 473
2502 180.jpg RBC 510 616 7 109
2503 180.jpg RBC 515 639 44 152
2504 180.jpg RBC 18 142 124 232
2505 180.jpg RBC 70 194 63 171
2506 180.jpg RBC 19 143 29 137
2507 180.jpg RBC 270 392 1 71
2508 180.jpg RBC 254 340 427 480
2509 180.jpg RBC 298 381 434 480
2510 181.jpg RBC 19 133 312 440
2511 181.jpg RBC 308 422 365 480
2512 181.jpg RBC 500 619 244 359
2513 181.jpg RBC 474 600 151 257
2514 181.jpg RBC 565 640 26 152
2515 181.jpg RBC 472 565 33 149
2516 181.jpg RBC 346 472 1 106
2517 181.jpg RBC 356 473 104 197
2518 181.jpg RBC 217 334 85 178
2519 181.jpg RBC 378 474 205 304
2520 181.jpg RBC 467 567 395 480
2521 181.jpg RBC 190 291 408 480
2522 181.jpg RBC 149 260 317 411
2523 181.jpg RBC 1 129 109 220
2524 181.jpg WBC 207 418 160 388
2525 182.jpg RBC 8 117 119 222
2526 182.jpg RBC 276 385 1 103
2527 182.jpg RBC 408 521 40 152
2528 182.jpg RBC 550 640 218 326
2529 182.jpg RBC 441 540 234 332
2530 182.jpg RBC 261 369 161 266
2531 182.jpg RBC 264 371 238 360
2532 182.jpg RBC 203 321 318 409
2533 182.jpg RBC 286 405 375 480
2534 182.jpg RBC 111 250 158 296
2535 182.jpg RBC 457 593 124 242
2536 182.jpg RBC 213 322 77 180
2537 182.jpg WBC 389 604 341 480
2538 183.jpg RBC 156 261 369 461
2539 183.jpg RBC 516 632 213 319
2540 183.jpg RBC 534 640 323 433
2541 183.jpg RBC 457 563 290 400
2542 183.jpg RBC 362 484 336 444
2543 183.jpg RBC 114 222 107 214
2544 183.jpg RBC 97 208 215 340
2545 183.jpg RBC 401 508 1 113
2546 183.jpg RBC 136 238 1 71
2547 183.jpg RBC 201 331 38 155
2548 183.jpg WBC 272 473 137 354
2549 183.jpg Platelets 181 219 287 332
2550 184.jpg RBC 381 488 1 87
2551 184.jpg RBC 481 592 24 123
2552 184.jpg RBC 259 383 79 198
2553 184.jpg RBC 154 256 1 68
2554 184.jpg RBC 2 129 220 331
2555 184.jpg RBC 308 402 373 480
2556 184.jpg RBC 102 218 47 151
2557 184.jpg RBC 348 464 187 291
2558 184.jpg RBC 462 578 222 326
2559 184.jpg RBC 159 291 414 478
2560 184.jpg RBC 1 84 357 454
2561 184.jpg WBC 149 354 233 423
2562 185.jpg RBC 186 270 102 197
2563 185.jpg RBC 520 604 118 213
2564 185.jpg RBC 556 640 301 396
2565 185.jpg RBC 146 259 200 304
2566 185.jpg RBC 253 354 174 281
2567 185.jpg RBC 189 281 292 400
2568 185.jpg RBC 418 522 246 353
2569 185.jpg RBC 37 138 236 334
2570 185.jpg RBC 77 201 1 90
2571 185.jpg RBC 336 457 408 480
2572 185.jpg RBC 348 449 151 258
2573 185.jpg RBC 538 640 214 290
2574 185.jpg RBC 51 155 100 217
2575 185.jpg RBC 74 176 325 434
2576 185.jpg Platelets 177 224 398 443
2577 185.jpg WBC 325 545 1 162
2578 186.jpg RBC 454 581 197 300
2579 186.jpg RBC 303 374 284 389
2580 186.jpg RBC 339 466 159 262
2581 186.jpg RBC 337 464 157 260
2582 186.jpg RBC 323 407 120 201
2583 186.jpg RBC 234 361 84 187
2584 186.jpg RBC 211 317 1 108
2585 186.jpg RBC 1 90 14 122
2586 186.jpg RBC 1 63 138 239
2587 186.jpg RBC 210 316 336 444
2588 186.jpg RBC 9 112 371 469
2589 186.jpg RBC 11 114 272 370
2590 186.jpg RBC 78 183 368 449
2591 186.jpg RBC 490 590 10 116
2592 186.jpg RBC 556 640 126 197
2593 186.jpg WBC 70 287 165 368
2594 186.jpg Platelets 369 431 260 325
2595 186.jpg Platelets 564 615 1 44
2596 187.jpg RBC 86 187 283 385
2597 187.jpg RBC 43 144 180 282
2598 187.jpg RBC 213 314 16 118
2599 187.jpg RBC 84 185 42 144
2600 187.jpg RBC 541 640 138 253
2601 187.jpg RBC 541 640 337 452
2602 187.jpg RBC 452 551 18 133
2603 187.jpg RBC 515 636 16 140
2604 187.jpg RBC 184 282 175 270
2605 187.jpg RBC 210 308 266 361
2606 187.jpg RBC 429 534 333 436
2607 187.jpg RBC 265 344 114 223
2608 187.jpg WBC 279 403 202 308
2609 188.jpg RBC 529 618 174 260
2610 188.jpg RBC 347 449 290 407
2611 188.jpg RBC 4 100 347 437
2612 188.jpg RBC 383 516 413 478
2613 188.jpg RBC 254 372 391 480
2614 188.jpg RBC 246 353 297 401
2615 188.jpg RBC 347 483 1 104
2616 188.jpg RBC 505 616 362 455
2617 188.jpg RBC 41 129 12 149
2618 188.jpg RBC 318 441 117 213
2619 188.jpg RBC 30 147 236 329
2620 188.jpg RBC 84 192 321 413
2621 188.jpg Platelets 28 81 183 226
2622 188.jpg WBC 74 336 108 359
2623 189.jpg RBC 471 592 11 130
2624 189.jpg RBC 552 640 200 318
2625 189.jpg RBC 520 632 312 430
2626 189.jpg RBC 58 171 260 375
2627 189.jpg RBC 336 443 158 256
2628 189.jpg RBC 84 191 379 477
2629 189.jpg RBC 227 341 320 429
2630 189.jpg RBC 1 59 327 431
2631 189.jpg RBC 376 453 310 407
2632 189.jpg Platelets 135 302 1 117
2633 190.jpg RBC 20 130 1 107
2634 190.jpg RBC 140 250 69 176
2635 190.jpg RBC 1 99 329 430
2636 190.jpg RBC 255 357 188 292
2637 190.jpg RBC 367 469 74 178
2638 190.jpg RBC 537 640 131 235
2639 190.jpg RBC 495 598 229 333
2640 190.jpg RBC 412 500 230 314
2641 190.jpg RBC 440 528 415 480
2642 190.jpg RBC 12 114 102 206
2643 190.jpg RBC 81 176 232 353
2644 190.jpg WBC 137 272 344 471
2645 191.jpg Platelets 506 551 192 232
2646 191.jpg WBC 200 355 151 303
2647 191.jpg RBC 149 295 281 387
2648 191.jpg RBC 90 193 144 249
2649 191.jpg RBC 1 102 59 164
2650 191.jpg RBC 1 102 12 117
2651 191.jpg RBC 64 162 1 60
2652 191.jpg RBC 209 317 72 139
2653 191.jpg RBC 404 503 259 370
2654 191.jpg RBC 191 290 369 480
2655 191.jpg RBC 38 137 246 357
2656 191.jpg RBC 396 512 16 118
2657 191.jpg RBC 566 640 96 200
2658 191.jpg RBC 524 640 306 408
2659 191.jpg RBC 548 640 400 480
2660 191.jpg RBC 380 479 349 460
2661 191.jpg RBC 467 555 414 480
2662 192.jpg RBC 106 215 282 409
2663 192.jpg RBC 402 518 152 259
2664 192.jpg RBC 462 554 68 178
2665 192.jpg RBC 323 438 87 201
2666 192.jpg RBC 524 617 275 387
2667 192.jpg RBC 24 110 306 410
2668 192.jpg RBC 115 218 111 214
2669 192.jpg RBC 33 165 201 293
2670 192.jpg RBC 226 337 1 64
2671 192.jpg RBC 362 496 344 463
2672 192.jpg Platelets 225 268 194 233
2673 192.jpg Platelets 510 549 430 465
2674 192.jpg WBC 192 363 256 417
2675 193.jpg RBC 39 140 369 467
2676 193.jpg RBC 12 109 284 380
2677 193.jpg RBC 530 640 207 300
2678 193.jpg RBC 298 400 249 368
2679 193.jpg RBC 390 490 39 156
2680 193.jpg RBC 79 179 11 105
2681 193.jpg RBC 384 499 264 354
2682 193.jpg RBC 10 111 83 182
2683 193.jpg RBC 48 151 151 253
2684 193.jpg RBC 173 272 275 373
2685 193.jpg RBC 523 629 370 472
2686 193.jpg RBC 182 278 10 94
2687 193.jpg WBC 175 389 87 298
2688 194.jpg RBC 20 137 314 432
2689 194.jpg RBC 294 389 70 173
2690 194.jpg RBC 168 291 18 112
2691 194.jpg RBC 378 485 53 149
2692 194.jpg RBC 357 464 383 479
2693 194.jpg RBC 388 495 214 310
2694 194.jpg RBC 383 490 166 262
2695 194.jpg RBC 504 613 66 195
2696 194.jpg RBC 108 202 28 134
2697 194.jpg RBC 181 275 343 449
2698 194.jpg RBC 435 550 310 414
2699 194.jpg Platelets 346 383 313 344
2700 194.jpg Platelets 304 340 368 406
2701 194.jpg Platelets 70 112 91 132
2702 194.jpg WBC 59 287 127 359
2703 195.jpg RBC 177 302 154 272
2704 195.jpg RBC 221 346 271 389
2705 195.jpg RBC 255 373 40 152
2706 195.jpg RBC 379 496 22 133
2707 195.jpg RBC 78 188 382 480
2708 195.jpg RBC 20 154 8 113
2709 195.jpg RBC 137 280 34 158
2710 195.jpg WBC 46 193 212 370
2711 195.jpg Platelets 445 489 455 479
2712 196.jpg RBC 1 75 317 426
2713 196.jpg RBC 183 312 413 480
2714 196.jpg RBC 130 234 420 480
2715 196.jpg RBC 503 592 360 449
2716 196.jpg RBC 299 411 297 387
2717 196.jpg RBC 517 628 37 143
2718 196.jpg RBC 68 153 140 230
2719 196.jpg RBC 129 214 254 344
2720 196.jpg RBC 35 150 209 321
2721 196.jpg RBC 441 547 293 362
2722 196.jpg RBC 542 631 260 349
2723 196.jpg WBC 283 551 42 294
2724 197.jpg RBC 300 423 67 169
2725 197.jpg RBC 466 589 85 187
2726 197.jpg RBC 458 581 145 247
2727 197.jpg RBC 414 536 260 345
2728 197.jpg RBC 188 284 193 298
2729 197.jpg RBC 88 184 236 341
2730 197.jpg RBC 28 124 48 153
2731 197.jpg RBC 228 331 397 480
2732 197.jpg RBC 201 303 102 193
2733 197.jpg RBC 283 390 279 380
2734 197.jpg RBC 559 640 330 444
2735 197.jpg RBC 2 112 359 463
2736 197.jpg WBC 343 558 335 479
2737 198.jpg RBC 376 476 191 294
2738 198.jpg RBC 326 429 189 317
2739 198.jpg RBC 484 601 213 325
2740 198.jpg RBC 529 631 314 411
2741 198.jpg RBC 201 310 206 316
2742 198.jpg RBC 22 114 105 201
2743 198.jpg RBC 11 103 324 422
2744 198.jpg RBC 519 608 22 106
2745 198.jpg RBC 231 319 117 206
2746 198.jpg RBC 57 177 350 465
2747 198.jpg RBC 244 369 349 449
2748 198.jpg WBC 277 500 1 169
2749 199.jpg RBC 462 597 368 462
2750 199.jpg RBC 376 510 104 208
2751 199.jpg RBC 219 347 224 315
2752 199.jpg RBC 124 222 286 390
2753 199.jpg RBC 69 174 393 479
2754 199.jpg RBC 219 327 325 425
2755 199.jpg RBC 293 416 291 409
2756 199.jpg RBC 362 470 203 303
2757 199.jpg RBC 35 131 1 115
2758 199.jpg RBC 461 561 195 296
2759 199.jpg RBC 374 482 1 100
2760 199.jpg RBC 1 76 110 242
2761 199.jpg WBC 117 355 18 235
2762 200.jpg RBC 455 596 132 259
2763 200.jpg RBC 1 110 85 175
2764 200.jpg RBC 296 423 40 131
2765 200.jpg RBC 115 211 205 305
2766 200.jpg RBC 58 154 136 236
2767 200.jpg WBC 217 470 214 443
2768 201.jpg RBC 18 133 68 164
2769 201.jpg RBC 20 129 168 259
2770 201.jpg RBC 95 205 253 355
2771 201.jpg RBC 24 138 327 423
2772 201.jpg RBC 151 264 350 434
2773 201.jpg RBC 242 358 346 440
2774 201.jpg RBC 362 468 348 458
2775 201.jpg RBC 442 543 353 436
2776 201.jpg RBC 452 552 246 354
2777 201.jpg RBC 494 617 213 290
2778 201.jpg RBC 473 597 127 208
2779 201.jpg RBC 323 433 47 143
2780 201.jpg RBC 483 597 1 117
2781 201.jpg RBC 173 294 83 216
2782 201.jpg WBC 240 465 126 345
2783 202.jpg RBC 143 243 95 213
2784 202.jpg RBC 173 265 194 304
2785 202.jpg RBC 71 166 11 113
2786 202.jpg RBC 431 526 32 134
2787 202.jpg RBC 490 585 32 134
2788 202.jpg RBC 440 535 144 246
2789 202.jpg RBC 527 622 161 263
2790 202.jpg RBC 417 524 246 354
2791 202.jpg RBC 378 485 302 410
2792 202.jpg RBC 46 137 207 309
2793 202.jpg RBC 54 165 360 466
2794 202.jpg RBC 512 614 327 419
2795 202.jpg WBC 221 415 36 225
2796 202.jpg Platelets 351 382 317 349
2797 202.jpg Platelets 37 72 166 203
2798 203.jpg RBC 426 542 353 456
2799 203.jpg RBC 254 370 377 480
2800 203.jpg RBC 118 253 290 395
2801 203.jpg RBC 106 193 198 287
2802 203.jpg RBC 174 281 1 77
2803 203.jpg RBC 429 530 78 179
2804 203.jpg RBC 539 640 295 396
2805 203.jpg WBC 174 385 99 306
2806 204.jpg RBC 24 131 94 202
2807 204.jpg RBC 402 525 251 358
2808 204.jpg RBC 411 534 373 480
2809 204.jpg RBC 538 637 1 106
2810 204.jpg RBC 342 434 154 249
2811 204.jpg RBC 452 559 73 172
2812 204.jpg RBC 99 206 228 327
2813 204.jpg RBC 36 156 239 344
2814 204.jpg RBC 156 260 63 168
2815 204.jpg RBC 388 476 165 250
2816 204.jpg WBC 101 269 373 480
2817 204.jpg WBC 180 404 215 457
2818 205.jpg RBC 457 553 164 251
2819 205.jpg RBC 501 586 261 351
2820 205.jpg RBC 570 640 303 406
2821 205.jpg RBC 472 579 353 445
2822 205.jpg RBC 44 136 310 403
2823 205.jpg RBC 25 138 394 479
2824 205.jpg RBC 121 244 274 394
2825 205.jpg RBC 162 259 140 249
2826 205.jpg RBC 19 98 1 87
2827 205.jpg RBC 153 254 47 137
2828 205.jpg RBC 232 318 415 480
2829 205.jpg RBC 95 192 38 158
2830 205.jpg RBC 574 640 208 300
2831 205.jpg RBC 225 321 223 310
